A15601201,신대방신동아,서울특별시 동작구 여의대방로22아길 22,동작구,신대방동,28260713,신동아,171,0,0,82,126.9240174,37.4965836,
A13527002,도곡현대그린,서울특별시 강남구 논현로51길 25,강남구,도곡동,234635487,현대산업개발,0,171,0,156,127.0397135,37.4889362,
A13185502,묵동신안2차,서울특별시 중랑구 공릉로2나길 46,중랑구,묵동,29726181,신안종합건설(주),78,93,0,175,127.0800228,37.6141168,
A15805102,목동현대아이파크,서울특별시 양천구 목동로 230,양천구,목동,226434965,현대산업개발,51,74,46,197,126.8650035,37.528994,
A15882201,신월수명산SK-VIEW,서울특별시 양천구 월정로 306,양천구,신월동,226947355,sk건설(주),0,44,116,296,126.8293478,37.5440478,
A12185001,성사1차 풍림아파트,,마포구,성산동,23071062,풍림산업,93,41,38,188,126.9124027,37.5685044,
A14024001,서빙고금호베스트빌,서울특별시 용산구 서빙고로51길 68-14,용산구,서빙고동,27980444,금호건설,0,98,0,304,126.9917568,37.5230753,
A15280602,신개봉삼환,서울특별시 구로구 경인로38길 13,구로구,개봉동,220600527,삼환기업,76,97,0,167,126.8579501,37.4966551,
A13812001,마천금호어울림2차,서울특별시 송파구 성내천로 314,송파구,마천동,24002957,금호건설,22,118,33,210,127.1557137,37.4930747,
A13183202,용마한신2차아파트,서울특별시 중랑구 사가정로71길 11,중랑구,면목동,24322836,한신공영,70,104,0,178,127.0944705,37.5810758,
A13980604,공릉대아2차,서울특별시 노원구 동일로183길 34,노원구,공릉동,29752577,대아건설,57,87,30,177,127.0714453,37.623339,
A13982101,상계성원,서울특별시 노원구 노원로34길 34,노원구,상계동,29302471,성원건설,76,64,34,183,127.0658841,37.6604417,
A13486703,천호유원,서울특별시 강동구 상암로12길 24,강동구,천호동,24855315,유원건설,91,83,0,159,127.1278651,37.5487741,
A13183303,용마동아아파트,서울특별시 중랑구 용마산로62길 43,중랑구,면목동,24912431,공영토건,0,174,0,130,127.0944957,37.5786737,
A13285401,브라운스톤 방학아파트,서울특별시 도봉구 도봉로146길 36,도봉구,방학동,29540394,이수건설,0,174,0,205,127.045175,37.6636237,
A15685201,신대방우성2차,서울특별시 동작구 여의대방로 8,동작구,신대방동,28488864,우성종합건설(주),65,71,0,188,126.9115326,37.4920816,
A15605001,노량진삼익,서울특별시 동작구 만양로 84,동작구,노량진동,28156850,주-삼익,82,93,0,151,126.9451391,37.5109978,
A13789002,양재신영체르니,서울특별시 서초구 논현로27길 57,서초구,양재동,25719024,(주)한라,175,0,0,175,127.0413928,37.4791982,
A11001203,평창삼성,서울특별시 종로구 평창문화로 172,종로구,평창동,232163063,삼성중공업(주),88,88,0,170,126.9783329,37.6107886,
A15010201,양평상록수,서울특별시 영등포구 영등포로 17,영등포구,양평동2가,226766839,(주)건영,176,0,0,80,126.8835422,37.5237845,
A14006001,신창세방리버하이빌,서울특별시 용산구 효창원로15길 16,용산구,신창동,27031841,세방건설,16,160,0,196,126.9541123,37.5370379,
A15720101,가양일신건영휴먼빌,서울특별시 강서구 강서로 490,강서구,가양동,226580862,일신건영,30,147,0,193,126.841903,37.5690251,
